retriever,question_id,chunk_size,rank,paper_id,page_start,page_end,error_type,is_relevant_paper,is_relevant_page,stored_is_relevant_paper,stored_is_relevant_page,paper_flag_matches,page_flag_matches,similarity,text
bm25,Q12,400,3,p7_realm,2,3,CORRECT_PAGE,True,True,True,True,True,True,,"need a downstream task where world knowledge is criti- cal. Perhaps one of the most knowledge-intensive tasks in natural language processing is open-domain question an- swering (Open-QA): given a question x such as “What is the currency of the UK?”, a model must output the correct answer string y, “pound”. The “open” part of Open- QA refers to the fact that the model does not receive a pre- identiﬁed document that is known to contain the answer, unlike traditional reading comprehension (RC) tasks such as SQuAD (Rajpurkar et al., 2016; 2018). While RC mod- 1We use the term “document” loosely to refer to a passage from the knowledge corpus, not necessarily a whole article. 2Strictly speaking, MLM is not a standard language model, since it does not deﬁne a distribution over the entire sequence of tokens. In the paper we sometimes abuse the term “language model” slightly to make the phrase shorter. REALM: Retrieval-Augmented Language Model Pre-Training els comprehend a single document, Open-QA models must retain knowledge from millions of documents, since a ques- tion could be about any of them. We focus on Open-QA systems that utilize a textual knowl- edge corpus Z as the knowledge source. Many of these systems employ a retrieval-based approach: given a ques- tion x, retrieve potentially relevant documents z from the corpus Z, and then extract an answer y from the documents (Brill et al., 2002; Chen et al., 2017; Lee et al., 2019). Our approach, REALM, is inspired by this paradigm and extends it to language model pre-training. Alternatively, some recent work has proposed generation- based systems that apply a sequence-to-sequence model on x to directly generate y token-by-token (Lewis et al., 2019; Raffel et al., 2019). We will compare against state-of-the- art systems from both paradigms in our experiments. 3. Approach We start by formalizing REALM’s pre-training and ﬁne- tuning tasks as a retrieve-then-predict generative process architectures for each component of that process. In Sec- and ﬁne-tuning by maximizing the likelihood of REALM’s generative process. En route, we address important compu- tational challenges, explain why training works, and also discuss strategies for injecting useful inductive biases. The overall framework is illustrated in Figure 2. 3.1. REALM’s generative process For both pre-training and ﬁne-tuning, REALM takes some input x and learns a distribution p(y | x) over possible out- puts y. For pre-training, the task is masked language mod- eling: x is"
bm25,Q12,400,4,p7_realm,7,8,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,,"smaller. It is also important to note that T5 accesses additional reading comprehension data from SQuAD during its pre-training (100,000+ examples). Access to such data could also beneﬁt REALM, but was not used in our experiments. Among all systems, the most direct comparison with REALM is ORQA (Lee et al., 2019), where the ﬁne-tuning setup, hyperparameters and training data are identical. The improvement of REALM over ORQA is purely due to bet- ter pre-training methods. The results also indicate that our method of pre-training can be applied both on (1) the single- corpus setting (X = Wikipedia, Z = Wikipedia), or (2) the separate-corpus setting (X = CC-News, Z = Wikipedia). Compared to other retrieval-based systems (Asai et al., 2019; Min et al., 2019a;b) which often retrieve from 20 to 80 documents, our system gets the overall best performance while only retrieving 5 documents. 4.5. Analysis In Table 2 we present results for NaturalQuestions-Open after ablating critical components of REALM. In addition to the end-to-end results, we also report how often the gold answer appears in the top-5 retrievals before applying any ﬁne-tuning. The latter metric more signiﬁcantly isolates the contribution of improving the retriever during pre-training. REALM: Retrieval-Augmented Language Model Pre-Training Table 3. An example where REALM utilizes retrieved documents to better predict masked tokens. It assigns much higher probability (0.129) to the correct term, “Fermat”, compared to BERT. (Note that the blank corresponds to 3 BERT wordpieces.) x: An equilateral triangle is easily constructed using a straightedge and compass, because 3 is a prime. (a) BERT p(y = “Fermat” | x) = 1.1 × 10−14 (No retrieval.) (b) REALM p(y = “Fermat” | x, z) = 1.0 (Conditional probability with document z =“257 is . . . a Fermat prime. Thus a regular polygon with 257 sides is constructible with compass . . . ”) (c) REALM p(y = “Fermat” | x) = 0.129 Encoder or Retriever We ﬁrst aim to determine whether REALM pre-training improves the retriever or the encoder, or both. To do so, we can reset the parameters of either the retriever or the encoder to their baseline state before REALM pre-training, and feed that into ﬁne-tuning. Reset- ting both the retriever and encoder reduces the system to our main baseline, ORQA. We ﬁnd that both the encoder and retriever beneﬁt from REALM training separately, but the best result requires both components acting in unison."
bm25,Q12,400,5,p6_rag_survey,4,5,WRONG_PAPER,False,False,False,False,True,True,,"dense representations are usually computed with metrics such as cosine, inner product, L2-distance. During training, dense retrieval uses contrastive learning to increase the similarity of positive samples and decrease that of negative ones. Several hard negative techniques [71] have been proposed to further enhance model quality. For efficient searching during inference, ANN methods are employed. Various indices are developed to serve ANN search, including tree [72], [73], locality sensitive hashing [74], neighbor graph indices (e.g., HNSW [75], DiskANN [76]), and combined graph and inverted indices (e.g., SPANN [22]). 3) Others: In addition to sparse retrieval and dense re- trieval, there are alternative methods for retrieving relevant objects [77], [78]. Instead of calculating representations, some research works directly use the edit distance between natural language texts [79] or abstract syntax trees (AST) of code snip- pets [80], [81]. In knowledge graphs, entities are connected by relations, serving as a pre-built index for retrieval. Thus, RAG methods utilizing knowledge graphs can employ k-hop neighbor searches for retrieval [82], [83]. Another retrieval method is Named Entity Recognition (NER) [84], where the query is the input and the entities act as keys. III. METHODOLOGIES In this section, we first introduce foundational paradigms of RAG, and then outline enhancement methods that further improve the effectiveness. A. RAG Foundations Based on how the retriever augments the generator, we 1) Query-based RAG: Stemming from the idea of prompt augmentation, query-based RAG seamlessly integrates the user’s query with insights from retrieved information, feeding it directly into the initial stage of the generator’s input. This method is prevalent in RAG applications. Post-retrieval, the obtained content is merged with the user’s original query to form a composite input, which is then processed by the generator to create a response. Query-based RAG is widely employed across various modalities. For text generation, REALM [33] employs a dual-BERT framework to streamline knowledge retrieval and integra- tion, marrying pre-trained models with knowledge extractors. Lewis et al. [34] leveraged DPR for information retrieval and employs BART as the generator to effectively enhance the generation. SELF-RAG [85] utilizes a critique module to determine whether the retrieval is required. In addition to being compatible with local generators, query-based RAG is also applicable to scenarios that use LLM through API calls. RE- PLUG [86] follows this methodology by treating the language Fig. 3: Taxonomy of RAG foundations. model as a “black box”, and effectively integrates relevant external documents"
bm25,Q13,400,1,p8_colbert,1,1,CORRECT_PAGE,True,True,True,True,True,True,,"ColBERT: Eﬀicient and Eﬀective Passage Search via Contextualized Late Interaction over BERT Omar Khatab Stanford University okhatab@stanford.edu Matei Zaharia Stanford University matei@cs.stanford.edu ABSTRACT Recent progress in Natural Language Understanding (NLU) is driv- ing fast-paced advances in Information Retrieval (IR), largely owed to ﬁne-tuning deep language models (LMs) for document ranking. While remarkably eﬀective, the ranking models based on these LMs increase computational cost by orders of magnitude over prior ap- proaches, particularly as they must feed each query–document pair through a massive neural network to compute a single relevance score. To tackle this, we present ColBERT, a novel ranking model that adapts deep LMs (in particular, BERT) for eﬃcient retrieval. ColBERT introduces a late interaction architecture that indepen- dently encodes the query and the document using BERT and then employs a cheap yet powerful interaction step that models their ﬁne-grained similarity. By delaying and yet retaining this ﬁne- granular interaction, ColBERT can leverage the expressiveness of deep LMs while simultaneously gaining the ability to pre-compute document representations oﬄine, considerably speeding up query processing. Beyond reducing the cost of re-ranking the documents retrieved by a traditional model, ColBERT’s pruning-friendly in- teraction mechanism enables leveraging vector-similarity indexes for end-to-end retrieval directly from a large document collection. We extensively evaluate ColBERT using two recent passage search datasets. Results show that ColBERT’s eﬀectiveness is competitive with existing BERT-based models (and outperforms every non- BERT baseline), while executing two orders-of-magnitude faster and requiring four orders-of-magnitude fewer FLOPs per query. ACM Reference format: Omar Khatab and Matei Zaharia. 2020. ColBERT: Eﬃcient and Eﬀective Pas- sage Search via Contextualized Late Interaction over BERT. In Proceedings of Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval, Virtual Event, China, July 25–30, 2020 (SIGIR ’20), 10 pages. DOI: 10.1145/3397271.3401075 INTRODUCTION Over the past few years, the Information Retrieval (IR) community has witnessed the introduction of a host of neural ranking models, including DRMM [7], KNRM [4, 36], and Duet [20, 22]. In contrast Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for proﬁt or commercial advantage and that copies bear this notice and the full citation on the ﬁrst page. Copyrights for components of this work owned by others than the author(s) must be honored. Abstracting with credit is permited."
bm25,Q13,400,2,p8_colbert,4,4,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,,"length Nq (otherwise, we truncate it to the ﬁrst Nq tokens). Tis padded sequence of input tokens is then passed into BERT’s deep transformer architecture, which computes a contextualized representation of each token. We denote the padding with masked tokens as query augmen- tation, a step that allows BERT to produce query-based embeddings at the positions corresponding to these masks. Qery augmentation is intended to serve as a sof, diﬀerentiable mechanism for learning to expand queries with new terms or to re-weigh existing terms based on their importance for matching the query. As we show in Given BERT’s representation of each token, our encoder passes the contextualized output representations through a linear layer with no activations. Tis layer serves to control the dimension of ColBERT’s embeddings, producing m-dimensional embeddings for the layer’s output size m. As we discuss later in more detail, we typically ﬁx m to be much smaller than BERT’s ﬁxed hidden dimension. While ColBERT’s embedding dimension has limited impact on the eﬃciency of query encoding, this step is crucial for controlling can have a signiﬁcant impact on query execution time, particularly the time taken for transferring the document representations onto the GPU from system memory (where they reside before processing transferring the embeddings from CPU to GPU can be the most expensive step in re-ranking with ColBERT. Finally, the output embeddings are normalized so each has L2 norm equal to one. Te result is that the dot-product of any two embeddings becomes equivalent to their cosine similarity, falling in the [−1, 1] range. Document Encoder. Our document encoder has a very similar architecture. We ﬁrst segment a document d into its constituent to- kens d1d2...dm, to which we prepend BERT’s start token [CLS] fol- lowed by our special token [D] that indicates a document sequence. Unlike queries, we do not append [mask] tokens to documents. Af- ter passing this input sequence through BERT and the subsequent linear layer, the document encoder ﬁlters out the embeddings corre- sponding to punctuation symbols, determined via a pre-deﬁned list. Tis ﬁltering is meant to reduce the number of embeddings per doc- ument, as we hypothesize that (even contextualized) embeddings of punctuation are unnecessary for eﬀectiveness. In summary, given q = q0q1...ql and d = d0d1...dn, we compute the bags of embeddings Eq and Ed in the following manner, where # refers to the [mask] tokens: Eq := Normalize( CNN( BERT(“[Q]q0q1...ql##...#”) )"
bm25,Q13,400,3,p8_colbert,2,3,CORRECT_PAGE,True,True,True,True,True,True,,"While perior for IR tasks [8, 21], a representation-focused model—by iso- lating the computations among q and d—makes it possible to pre- compute document representations oﬄine [41], greatly reducing the computational load per query. In this work, we observe that the ﬁne-grained matching of interaction-based models and the pre- computation of document representations of representation-based models can be combined by retaining yet judiciously delaying the ture that precisely does so. As illustrated, every query embedding interacts with all document embeddings via a MaxSim operator, which computes maximum similarity (e.g., cosine similarity), and the scalar outputs of these operators are summed across query terms. Tis paradigm allows ColBERT to exploit deep LM-based representations while shifing the cost of encoding documents of- ﬂine and amortizing the cost of encoding the query once across all ranked documents. Additionally, it enables ColBERT to lever- age vector-similarity search indexes (e.g., [1, 15]) to retrieve the top-k results directly from a large document collection, substan- tially improving recall over models that only re-rank the output of term-based retrieval. As Figure 1 illustrates, ColBERT can serve queries in tens or few hundreds of milliseconds. For instance, when used for re- ranking as in “ColBERT (re-rank)”, it delivers over 170× speedup (and requires 14,000× fewer FLOPs) relative to existing BERT-based models, while being more eﬀective than every non-BERT baseline documents through BERT—is also practical: it can index the MS MARCO collection of 9M passages in about 3 hours using a single server with four GPUs (§4.5), retaining its eﬀectiveness with a space footprint of as litle as few tens of GiBs. Our extensive ablation study (§4.4) shows that late interaction, its implementation via MaxSim operations, and crucial design choices within our BERT- based encoders are all essential to ColBERT’s eﬀectiveness. Our main contributions are as follows. (1) We propose late interaction (§3.1) as a paradigm for eﬃcient and eﬀective neural ranking. that employs novel BERT-based query and document en- coders within the late interaction paradigm. (4) We evaluate ColBERT on MS MARCO and TREC CAR, two recent passage search collections. 2 RELATED WORK Neural Matching Models. Over the past few years, IR researchers have introduced numerous neural architectures for ranking. In this work, we compare against KNRM [4, 36], Duet [20, 22], Con- vKNRM [4], and fastText+ConvKNRM [10]. KNRM proposes a diﬀerentiable kernel-pooling technique for extracting matching signals from an interaction matrix, while Duet combines signals from exact-match-based"
bm25,Q13,400,4,p8_colbert,5,5,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,,"in a batch, we parallelize the pre-processing across the available CPU cores. Once the document representations are produced, they are saved to disk using 32-bit or 16-bit values to represent each dimension. simply loaded from disk for ranking or are subsequently indexed for vector-similarity search, respectively. 3.5 Top-k Re-ranking with ColBERT Recall that ColBERT can be used for re-ranking the output of an- other retrieval model, typically a term-based model, or directly for end-to-end retrieval from a document collection. In this sec- tion, we discuss how we use ColBERT for ranking a small set of k (e.g., k = 1000) documents given a query q. Since k is small, we rely on batch computations to exhaustively score each document 3Te public BERT implementations we saw simply pad to a pre-deﬁned length. (unlike our approach in §3.6). To begin with, our query serving sub- system loads the indexed documents representations into memory, representing each document as a matrix of embeddings. Given a query q, we compute its bag of contextualized embed- dings Eq (Equation 1) and, concurrently, gather the document repre- sentations into a 3-dimensional tensor D consisting of k document matrices. We pad the k documents to their maximum length to facilitate batched operations, and move the tensor D to the GPU’s memory. On the GPU, we compute a batch dot-product of Eq and D, possibly over multiple mini-batches. Te output materializes a 3-dimensional tensor that is a collection of cross-match matrices between q and each document. To compute the score of each docu- ment, we reduce its matrix across document terms via a max-pool (i.e., representing an exhaustive implementation of our MaxSim computation) and reduce across query terms via a summation. Fi- nally, we sort the k documents by their total scores. Relative to existing neural rankers (especially, but not exclu- sively, BERT-based ones), this computation is very cheap that, in fact, its cost is dominated by the cost of gathering and transferring the pre-computed embeddings. To illustrate, ranking k documents via typical BERT rankers requires feeding BERT k diﬀerent inputs each of length l = |q| + |di | for query q and documents di, where atention has quadratic cost in the length of the sequence. In con- trast, ColBERT feeds BERT only a single, much shorter sequence of length l = |q|. Consequently, ColBERT is not only cheaper, it also scales much beter with k as we"
bm25,Q13,400,5,p8_colbert,9,10,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,,"various setings as we reduce the embeddings dimension and/or the bytes per dimension. Interestingly, the most space-eﬃcient seting, that is, re-ranking with cosine similarity with 24-dimensional vectors stored as 2-byte ﬂoats, is only 1% worse in MRR@10 than the most space-consuming one, while the former requires only 27 GiBs to represent the MS MARCO collection. 5 CONCLUSIONS In this paper, we introduced ColBERT, a novel ranking model that employs contextualized late interaction over deep LMs (in particular, BERT) for eﬃcient retrieval. By independently encoding queries and documents into ﬁne-grained representations that interact via cheap and pruning-friendly computations, ColBERT can leverage the expressiveness of deep LMs while greatly speeding up query processing. In addition, doing so allows using ColBERT for end-to- end neural retrieval directly from a large document collection. Our results show that ColBERT is more than 170× faster and requires 14,000× fewer FLOPs/query than existing BERT-based models, all while only minimally impacting quality and while outperforming every non-BERT baseline. Acknowledgments. OK was supported by the Eltoukhy Family Graduate Fellowship at the Stanford School of Engineering. Tis research was supported in part by aﬃliate members and other supporters of the Stanford DAWN project—Ant Financial, Facebook, Google, Infosys, NEC, and VMware—as well as Cisco, SAP, and the NSF under CAREER grant CNS-1651570. Any opinions, ﬁndings, and conclusions or recommendations expressed in this material are those of the authors and do not necessarily reﬂect the views of the National Science Foundation."
bm25,Q14,400,1,p6_rag_survey,11,11,WRONG_PAPER,False,False,False,False,True,True,,"each decoding step, hidden states are searched in the AST prefix datastore to create new probabilities, later merged with the seq2tree model’s output via a confidence network. ToolCoder [229] generates codes containing special tokens. When it encounters these tokens, ToolCoder performs online search or offline retrievals to fill in the blanks with API calls, which is a specialized form of speculative RAG. 2) Code Summarization: Code summarization tasks in turn convert the code into NL descriptions. Many research works process retrieval results using ad- ditional encoders and then combine them for subsequent decoder, which is similar to the Fusion-in-Decoder [35]. Source Code Repository Extract Java Methods Comments Comment Code Comment Code Comment Code Training Set Test Set Validation Set Divided by project Retrieval Corpus / Training Set Retrieve Module Refine Module Attention Mechanism Input Code Representation Similar Code Representation Exemplar Representation Data Preprocessing Training and Test Encoders Encoders Encoders Decoder Fig. 6: Architecture of Re2Com [101] model. Re2Com [101] and EditSum [98] retrieve similar codes using BM25 and generate summary using LSTM. They sep- arately encode the input, the retrieved code, and the corre- sponding summary, then combine the hidden states or logits in the decoder. HGNN [230] instead uses code edit distance for retrieval, and substitutes the code encoder with hybrid GNN on their Code Property Graphs (CPG) [231]. RACE [102] employs separate encoders for the input code difference, the retrieved code differences through dense retrieval, and corresponding commit message to generate the final commit messages. BASHEXPLAINER [99] applies dense retrieval, and fuses the embeddings for subsequent transformer-based decoder. READSUM [232] uses Levenshtein distance for retrieval, and employs a fusion network to combine the repre- sentations of retrieved codes and summaries. Query-based RAG is prevalent for code summary genera- tion. REDCODER [40], ASAP [171], and SCCLLM [233] all form prompts with retrieved contents for summarization. They employ dense retrieval, sparse retrieval, and hybrid retrieval (including semantic, syntactic, and lexical-based retrieval), respectively. The paradigm is also leveraged for pseudocode generation [234] and log statement generation [235]. Logit-based RAG also prevails in code summarization. Rencos [80] and CoRec [236] retrieve similar code snippets or code differences through AST or dense representations. They both adopt multiple LSTMs for the input and the retrieved results, and the probabilities are combined for final generation. kNN-Transformer [237] uses a transformer-based generator to obtain context vectors of input codes, then combines three parts of logits from"
bm25,Q14,400,2,p2_dpr,8,9,CORRECT_PAPER_WRONG_PAGE,True,False,True,False,True,True,,"on throughput is harder to mea- sure: ORQA uses 2-3x longer passages compared to DPR (288 word pieces compared to our 100 tokens) and the computational complexity is super- linear in passage length. We also note that we found k = 50 to be optimal for NQ, and k = 10 leads to only marginal loss in exact match accu- roughly comparable to ORQA’s 5-passage setup. 7 Related Work Passage retrieval has been an important compo- nent for open-domain QA (Voorhees, 1999). It not only effectively reduces the search space for answer extraction, but also identiﬁes the support context for users to verify the answer. Strong sparse vector space models like TF-IDF or BM25 have 6777 been used as the standard method applied broadly to various QA tasks (e.g., Chen et al., 2017; Yang et al., 2019a,b; Nie et al., 2019; Min et al., 2019a; Wolfson et al., 2020). Augmenting text-based re- trieval with external structured information, such as knowledge graph and Wikipedia hyperlinks, has also been explored recently (Min et al., 2019b; Asai et al., 2020). The use of dense vector representations for re- trieval has a long history since Latent Semantic Analysis (Deerwester et al., 1990). Using labeled pairs of queries and documents, discriminatively trained dense encoders have become popular re- cently (Yih et al., 2011; Huang et al., 2013; Gillick et al., 2019), with applications to cross-lingual document retrieval, ad relevance prediction, Web search and entity retrieval. Such approaches com- plement the sparse vector methods as they can po- tentially give high similarity scores to semantically relevant text pairs, even without exact token match- ing. The dense representation alone, however, is typically inferior to the sparse one. While not the focus of this work, dense representations from pre- trained models, along with cross-attention mecha- nisms, have also been shown effective in passage or dialogue re-ranking tasks (Nogueira and Cho, 2019; Humeau et al., 2020). Finally, a concurrent work (Khattab and Zaharia, 2020) demonstrates the feasibility of full dense retrieval in IR tasks. Instead of employing the dual-encoder framework, they introduced a late-interaction operator on top of the BERT encoders. Dense retrieval for open-domain QA has been explored by Das et al. (2019), who propose to re- trieve relevant passages iteratively using reformu- lated question vectors. As an alternative approach that skips passage retrieval, Seo et al. (2019) pro- pose to encode candidate answer phrases as vectors and"
bm25,Q14,400,3,p2_dpr,1,2,CORRECT_PAGE,True,True,True,True,True,True,,"rings?”, which can be answered from the context “Sala Baker is best known for portraying the villain Sauron in the Lord of the Rings trilogy.” A term-based system would have difﬁculty retrieving such a context, while a dense retrieval system would be able to better match “bad guy” with “villain” and fetch the cor- rect context. Dense encodings are also learnable by adjusting the embedding functions, which pro- vides additional ﬂexibility to have a task-speciﬁc representation. With special in-memory data struc- tures and indexing schemes, retrieval can be done efﬁciently using maximum inner product search (MIPS) algorithms (e.g., Shrivastava and Li (2014); Guo et al. (2016)). However, it is generally believed that learn- ing a good dense vector representation needs a large number of labeled pairs of question and con- texts. Dense retrieval methods have thus never be shown to outperform TF-IDF/BM25 for open- domain QA before ORQA (Lee et al., 2019), which proposes a sophisticated inverse cloze task (ICT) objective, predicting the blocks that contain the masked sentence, for additional pretraining. The question encoder and the reader model are then ﬁne- tuned using pairs of questions and answers jointly. Although ORQA successfully demonstrates that dense retrieval can outperform BM25, setting new state-of-the-art results on multiple open-domain 6770 QA datasets, it also suffers from two weaknesses. First, ICT pretraining is computationally intensive and it is not completely clear that regular sentences are good surrogates of questions in the objective function. Second, because the context encoder is not ﬁne-tuned using pairs of questions and answers, the corresponding representations could be subop- timal. In this paper, we address the question: can we train a better dense embedding model using only pairs of questions and passages (or answers), with- out additional pretraining? By leveraging the now standard BERT pretrained model (Devlin et al., 2019) and a dual-encoder architecture (Bromley et al., 1994), we focus on developing the right training scheme using a relatively small number of question and passage pairs. Through a series of careful ablation studies, our ﬁnal solution is surprisingly simple: the embedding is optimized for maximizing inner products of the question and relevant passage vectors, with an objective compar- ing all pairs of questions and passages in a batch. Our Dense Passage Retriever (DPR) is exception- ally strong. It not only outperforms BM25 by a but also results in a substantial improvement on the end-to-end QA accuracy compared to ORQA"
bm25,Q14,400,4,p2_dpr,1,1,CORRECT_PAGE,True,True,True,True,True,True,,"Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing, pages 6769–6781, November 16–20, 2020. c⃝2020 Association for Computational Linguistics 6769 Dense Passage Retrieval for Open-Domain Question Answering Vladimir Karpukhin∗, Barlas O˘guz∗, Sewon Min†, Patrick Lewis, Ledell Wu, Sergey Edunov, Danqi Chen‡, Wen-tau Yih Facebook AI †University of Washington ‡Princeton University {vladk, barlaso, plewis, ledell, edunov, scottyih}@fb.com sewon@cs.washington.edu danqic@cs.princeton.edu Abstract Open-domain question answering relies on ef- ﬁcient passage retrieval to select candidate contexts, where traditional sparse vector space models, such as TF-IDF or BM25, are the de facto method. In this work, we show that retrieval can be practically implemented us- ing dense representations alone, where em- beddings are learned from a small number of questions and passages by a simple dual- encoder framework. When evaluated on a wide range of open-domain QA datasets, our dense retriever outperforms a strong Lucene- BM25 system greatly by 9%-19% absolute in terms of top-20 passage retrieval accuracy, and helps our end-to-end QA system establish new state-of-the-art on multiple open-domain QA benchmarks.1 Introduction Open-domain question answering (QA) (Voorhees, 1999) is a task that answers factoid questions us- ing a large collection of documents. While early QA systems are often complicated and consist of multiple components (Ferrucci (2012); Moldovan et al. (2003), inter alia), the advances of reading comprehension models suggest a much simpliﬁed selects a small subset of passages where some of them contain the answer to the question, and then (2) a machine reader can thoroughly exam- ine the retrieved contexts and identify the correct answer (Chen et al., 2017). Although reducing open-domain QA to machine reading is a very rea- sonable strategy, a huge performance degradation is often observed in practice2, indicating the needs of improving retrieval. ∗Equal contribution 1The code and trained models have been released at https://github.com/facebookresearch/DPR. from above 80% to less than 40% (Yang et al., 2019a). Retrieval in open-domain QA is usually imple- mented using TF-IDF or BM25 (Robertson and Zaragoza, 2009), which matches keywords efﬁ- ciently with an inverted index and can be seen as representing the question and context in high- dimensional, sparse vectors (with weighting). Con- versely, the dense, latent semantic encoding is com- plementary to sparse representations by design. For example, synonyms or paraphrases that consist of completely different tokens may still be mapped to vectors close to each other. Consider the question “Who is the bad guy in lord of the"
bm25,Q14,400,5,p2_dpr,4,5,CORRECT_PAGE,True,True,True,True,True,True,,"match and replace each gold passage with the corresponding passage in the candidate pool.7 We discard the questions when the matching is failed due to different Wikipedia versions or pre-processing. Table 1 shows the num- ber of questions in training/dev/test sets for all the datasets and the actual questions used for training the retriever. 5 Experiments: Passage Retrieval In this section, we evaluate the retrieval perfor- mance of our Dense Passage Retriever (DPR), along with analysis on how its output differs from 6We use the unﬁltered TriviaQA version and discard the noisy evidence documents mined from Bing. 7The improvement of using gold contexts over passages that contain answers is small. See Section 5.2 and Ap- pendix A. 6773 Training Retriever Top-20 Top-100 NQ TriviaQA WQ TREC SQuAD NQ TriviaQA WQ TREC SQuAD None BM25 59.1 66.9 55.0 70.9 68.8 73.7 76.7 71.1 84.1 80.0 Single DPR 78.4 79.4 73.2 79.8 63.2 85.4 85.0 81.4 89.1 77.2 BM25 + DPR 76.6 79.8 71.0 85.2 71.5 83.8 84.5 80.5 92.7 81.3 Multi DPR 79.4 78.8 75.0 89.1 51.6 86.0 84.7 82.9 93.9 67.6 BM25 + DPR 78.0 79.9 74.7 88.5 66.2 83.9 84.4 82.3 94.1 78.6 Table 2: Top-20 & Top-100 retrieval accuracy on test sets, measured as the percentage of top 20/100 retrieved passages that contain the answer. Single and Multi denote that our Dense Passage Retriever (DPR) was trained using individial or combined training datasets (all the datasets excluding SQuAD). See text for more details. traditional retrieval methods, the effects of different training schemes and the run-time efﬁciency. The DPR model used in our main experiments is trained using the in-batch negative setting (Sec- tion 3.2) with a batch size of 128 and one additional BM25 negative passage per question. We trained the question and passage encoders for up to 40 epochs for large datasets (NQ, TriviaQA, SQuAD) and 100 epochs for small datasets (TREC, WQ), scheduling with warm-up and dropout rate 0.1. While it is good to have the ﬂexibility to adapt the retriever to each dataset, it would also be de- sirable to obtain a single retriever that works well across the board. To this end, we train a multi- dataset encoder by combining training data from all datasets excluding SQuAD.8 In addition to DPR, we also present the results of BM25, the traditional retrieval method9 and BM25+DPR, using a linear combination of their scores as the new"
bm25,Q15,400,1,p3_lost_middle,2,3,WRONG_PAPER,False,False,False,False,True,True,,"the input context can substantially affect model performance, indicating that current language models do not robustly access and use information in long input contexts. Furthermore, we observe a distinctive U-shaped performance curve (Figure 1); language model performance is highest when relevant information occurs at the very beginning (primacy bias) or end of its input context (recency bias), and performance significantly degrades when models must access and use information in the middle of their in- information is placed in the middle of its in- put context, GPT-3.5-Turbo’s performance on the multi-document question task is lower than its per- formance when predicting without any documents (i.e., the closed-book setting; 56.1%). Further- more, we find that models often have identical performance to their extended-context counter- parts, indicating that extended-context models are not necessarily better at using their input context Given that language models struggle to re- trieve and use relevant information in the multi-document question answering task, to what extent can language models even retrieve from their input contexts? We study this question with a synthetic key-value retrieval task, which is de- signed to be a minimal testbed for the basic ability to retrieve matching tokens from the input con- text. In this task, models are given a collection of JSON-formatted key-value pairs and must return the value associated with a specific key. Simi- lar to the multi-document QA task, the key-value retrieval task admits controlled changes to the in- put context length (adding more key-value pairs) and the position of relevant information. Although some models perform the synthetic key-value re- trieval task perfectly, other models struggle to simply retrieve matching tokens that occur in the middle of their input context and continue to exhibit a U-shaped performance curve. To better understand why language models struggle to robustly access and use information in their input contexts, we study the role of model architecture (decoder-only vs. encoder-decoder), query-aware contextualization, and instruction fine-tuning (§4). We find that: • Encoder-decoder models are relatively ro- bust to changes in the position of relevant information within their input context, but only when evaluated on sequences within its training-time sequence length. When eval- uated on sequences longer than those seen during training, we observe a U-shaped performance curve (§4.1). • Query-aware contextualization (placing the query before and after the documents or 158 key-value pairs) enables near-perfect perfor- mance on the synthetic key-value task, but minimally changes trends in multi-document"
